benchmark,binary,funccount,percent,sp_increments,increment_sum,increment_sum_abs
"538.imagick_r","imagick_r.wasm",15,1.4492754,"[-4160]",-4160,4160
"538.imagick_r","imagick_r.wasm",16,1.5458937,"[-80]",-80,80
"538.imagick_r","imagick_r.wasm",28,2.705314,"[-4128]",-4128,4128
"538.imagick_r","imagick_r.wasm",29,2.8019323,"[-4144]",-4144,4144
"538.imagick_r","imagick_r.wasm",32,3.0917873,"[-64]",-64,64
"538.imagick_r","imagick_r.wasm",43,4.154589,"[-32]",-32,32
"538.imagick_r","imagick_r.wasm",67,6.47343,"[-48]",-48,48
"538.imagick_r","imagick_r.wasm",170,16.425121,"[-16]",-16,16
"538.imagick_r","imagick_r.wasm",439,42.41546,"[]",0,0
"541.leela_r","leela_r.wasm",1,0.09541985,"[-16912]",-16912,16912
"541.leela_r","leela_r.wasm",1,0.09541985,"[-8960]",-8960,8960
"541.leela_r","leela_r.wasm",1,0.09541985,"[-8560]",-8560,8560
"541.leela_r","leela_r.wasm",1,0.09541985,"[-8544]",-8544,8544
"541.leela_r","leela_r.wasm",1,0.09541985,"[-8512]",-8512,8512
"541.leela_r","leela_r.wasm",1,0.09541985,"[-8064]",-8064,8064
"541.leela_r","leela_r.wasm",1,0.09541985,"[-1072]",-1072,1072
"541.leela_r","leela_r.wasm",1,0.09541985,"[-624]",-624,624
"541.leela_r","leela_r.wasm",1,0.09541985,"[-496]",-496,496
"541.leela_r","leela_r.wasm",1,0.09541985,"[-464]",-464,464
"541.leela_r","leela_r.wasm",1,0.09541985,"[-448]",-448,448
"541.leela_r","leela_r.wasm",1,0.09541985,"[-416]",-416,416
"541.leela_r","leela_r.wasm",1,0.09541985,"[-304]",-304,304
"541.leela_r","leela_r.wasm",1,0.09541985,"[-224]",-224,224
"541.leela_r","leela_r.wasm",1,0.09541985,"[-112]",-112,112
"541.leela_r","leela_r.wasm",2,0.1908397,"[-8400]",-8400,8400
"541.leela_r","leela_r.wasm",2,0.1908397,"[-1040]",-1040,1040
"541.leela_r","leela_r.wasm",2,0.1908397,"[-432]",-432,432
"541.leela_r","leela_r.wasm",2,0.1908397,"[-384]",-384,384
"541.leela_r","leela_r.wasm",2,0.1908397,"[-368]",-368,368
"541.leela_r","leela_r.wasm",2,0.1908397,"[-288]",-288,288
"541.leela_r","leela_r.wasm",2,0.1908397,"[-256]",-256,256
"541.leela_r","leela_r.wasm",2,0.1908397,"[-96]",-96,96
"541.leela_r","leela_r.wasm",2,0.1908397,"[-32, -16]",-48,48
"541.leela_r","leela_r.wasm",2,0.1908397,"[-32, -16, -16]",-64,64
"541.leela_r","leela_r.wasm",3,0.28625953,"[-8496]",-8496,8496
"541.leela_r","leela_r.wasm",3,0.28625953,"[-560]",-560,560
"541.leela_r","leela_r.wasm",3,0.28625953,"[-208]",-208,208
"541.leela_r","leela_r.wasm",3,0.28625953,"[-192]",-192,192
"541.leela_r","leela_r.wasm",3,0.28625953,"[-80]",-80,80
"541.leela_r","leela_r.wasm",3,0.28625953,"[-16, -16, -16]",-48,48
"541.leela_r","leela_r.wasm",4,0.3816794,"[-160]",-160,160
"541.leela_r","leela_r.wasm",5,0.47709924,"[-144]",-144,144
"541.leela_r","leela_r.wasm",5,0.47709924,"[-128]",-128,128
"541.leela_r","leela_r.wasm",7,0.66793895,"[-352]",-352,352
"541.leela_r","leela_r.wasm",7,0.66793895,"[-64]",-64,64
"541.leela_r","leela_r.wasm",10,0.9541985,"[-48]",-48,48
"541.leela_r","leela_r.wasm",11,1.0496184,"[-272]",-272,272
"541.leela_r","leela_r.wasm",11,1.0496184,"[-16, -16]",-32,32
"541.leela_r","leela_r.wasm",37,3.5305343,"[-32]",-32,32
"541.leela_r","leela_r.wasm",169,16.125954,"[-16]",-16,16
"541.leela_r","leela_r.wasm",729,69.561066,"[]",0,0
"544.nab_r","nab_r.wasm",1,0.52910054,"[-8960]",-8960,8960
"544.nab_r","nab_r.wasm",1,0.52910054,"[-1840]",-1840,1840
"544.nab_r","nab_r.wasm",1,0.52910054,"[-1056]",-1056,1056
"544.nab_r","nab_r.wasm",1,0.52910054,"[-512]",-512,512
"544.nab_r","nab_r.wasm",1,0.52910054,"[-304]",-304,304
"544.nab_r","nab_r.wasm",1,0.52910054,"[-256]",-256,256
"544.nab_r","nab_r.wasm",1,0.52910054,"[-208]",-208,208
"544.nab_r","nab_r.wasm",1,0.52910054,"[-192]",-192,192
"544.nab_r","nab_r.wasm",1,0.52910054,"[-144]",-144,144
"544.nab_r","nab_r.wasm",1,0.52910054,"[-128]",-128,128
"544.nab_r","nab_r.wasm",1,0.52910054,"[-96]",-96,96
"544.nab_r","nab_r.wasm",1,0.52910054,"[-64]",-64,64
"544.nab_r","nab_r.wasm",2,1.0582011,"[-560]",-560,560
"544.nab_r","nab_r.wasm",2,1.0582011,"[-432]",-432,432
"544.nab_r","nab_r.wasm",2,1.0582011,"[-160]",-160,160
"544.nab_r","nab_r.wasm",3,1.5873016,"[-112]",-112,112
"544.nab_r","nab_r.wasm",4,2.1164021,"[-80]",-80,80
"544.nab_r","nab_r.wasm",5,2.6455026,"[-48]",-48,48
"544.nab_r","nab_r.wasm",7,3.7037036,"[-32]",-32,32
"544.nab_r","nab_r.wasm",31,16.402117,"[-16]",-16,16
"544.nab_r","nab_r.wasm",121,64.021164,"[]",0,0
"557.xz_r","xz_r.wasm",1,0.41666666,"[-2272]",-2272,2272
"557.xz_r","xz_r.wasm",1,0.41666666,"[-2192]",-2192,2192
"557.xz_r","xz_r.wasm",1,0.41666666,"[-704]",-704,704
"557.xz_r","xz_r.wasm",1,0.41666666,"[-272]",-272,272
"557.xz_r","xz_r.wasm",1,0.41666666,"[-256]",-256,256
"557.xz_r","xz_r.wasm",1,0.41666666,"[-112]",-112,112
"557.xz_r","xz_r.wasm",2,0.8333333,"[-144]",-144,144
"557.xz_r","xz_r.wasm",2,0.8333333,"[-48]",-48,48
"557.xz_r","xz_r.wasm",3,1.25,"[-208]",-208,208
"557.xz_r","xz_r.wasm",3,1.25,"[-96]",-96,96
"557.xz_r","xz_r.wasm",3,1.25,"[-80]",-80,80
"557.xz_r","xz_r.wasm",3,1.25,"[-64]",-64,64
"557.xz_r","xz_r.wasm",5,2.0833333,"[-32]",-32,32
"557.xz_r","xz_r.wasm",26,10.833333,"[-16]",-16,16
"557.xz_r","xz_r.wasm",187,77.916664,"[]",0,0
"fastcomp-525.x264_r","ldecod_r.wasm",1,0.18867925,"[96]",96,96
"fastcomp-525.x264_r","ldecod_r.wasm",1,0.18867925,"[112]",112,112
"fastcomp-525.x264_r","ldecod_r.wasm",1,0.18867925,"[128]",128,128
"fastcomp-525.x264_r","ldecod_r.wasm",1,0.18867925,"[160]",160,160
"fastcomp-525.x264_r","ldecod_r.wasm",1,0.18867925,"[176]",176,176
"fastcomp-525.x264_r","ldecod_r.wasm",1,0.18867925,"[224]",224,224
"fastcomp-525.x264_r","ldecod_r.wasm",1,0.18867925,"[288]",288,288
"fastcomp-525.x264_r","ldecod_r.wasm",1,0.18867925,"[304]",304,304
"fastcomp-525.x264_r","ldecod_r.wasm",1,0.18867925,"[368]",368,368
"fastcomp-525.x264_r","ldecod_r.wasm",1,0.18867925,"[512]",512,512
"fastcomp-525.x264_r","ldecod_r.wasm",1,0.18867925,"[560]",560,560
"fastcomp-525.x264_r","ldecod_r.wasm",1,0.18867925,"[576, 16]",592,592
"fastcomp-525.x264_r","ldecod_r.wasm",1,0.18867925,"[688]",688,688
"fastcomp-525.x264_r","ldecod_r.wasm",1,0.18867925,"[832]",832,832
"fastcomp-525.x264_r","ldecod_r.wasm",1,0.18867925,"[1136]",1136,1136
"fastcomp-525.x264_r","ldecod_r.wasm",1,0.18867925,"[2208]",2208,2208
"fastcomp-525.x264_r","ldecod_r.wasm",1,0.18867925,"[4048]",4048,4048
"fastcomp-525.x264_r","ldecod_r.wasm",1,0.18867925,"[40064]",40064,40064
"fastcomp-525.x264_r","ldecod_r.wasm",1,0.18867925,"[49200]",49200,49200
"fastcomp-525.x264_r","ldecod_r.wasm",2,0.3773585,"[1024]",1024,1024
"fastcomp-525.x264_r","ldecod_r.wasm",3,0.5660377,"[208]",208,208
"fastcomp-525.x264_r","ldecod_r.wasm",4,0.754717,"[144]",144,144
"fastcomp-525.x264_r","ldecod_r.wasm",5,0.9433962,"[240]",240,240
"fastcomp-525.x264_r","ldecod_r.wasm",5,0.9433962,"[256]",256,256
"fastcomp-525.x264_r","ldecod_r.wasm",7,1.3207548,"[80]",80,80
"fastcomp-525.x264_r","ldecod_r.wasm",8,1.509434,"[64]",64,64
"fastcomp-525.x264_r","ldecod_r.wasm",13,2.45283,"[48]",48,48
"fastcomp-525.x264_r","ldecod_r.wasm",23,4.3396225,"[32]",32,32
"fastcomp-525.x264_r","ldecod_r.wasm",53,10,"[16]",16,16
"fastcomp-525.x264_r","ldecod_r.wasm",388,73.20755,"[]",0,0
"fastcomp-525.x264_r","x264_r.wasm",1,0.16313213,"[48]",48,48
"fastcomp-525.x264_r","x264_r.wasm",1,0.16313213,"[80]",80,80
"fastcomp-525.x264_r","x264_r.wasm",1,0.16313213,"[96]",96,96
"fastcomp-525.x264_r","x264_r.wasm",1,0.16313213,"[160]",160,160
"fastcomp-525.x264_r","x264_r.wasm",1,0.16313213,"[176]",176,176
"fastcomp-525.x264_r","x264_r.wasm",1,0.16313213,"[192]",192,192
"fastcomp-525.x264_r","x264_r.wasm",1,0.16313213,"[224]",224,224
"fastcomp-525.x264_r","x264_r.wasm",1,0.16313213,"[256]",256,256
"fastcomp-525.x264_r","x264_r.wasm",1,0.16313213,"[288]",288,288
"fastcomp-525.x264_r","x264_r.wasm",1,0.16313213,"[352]",352,352
"fastcomp-525.x264_r","x264_r.wasm",1,0.16313213,"[384]",384,384
"fastcomp-525.x264_r","x264_r.wasm",1,0.16313213,"[432]",432,432
"fastcomp-525.x264_r","x264_r.wasm",1,0.16313213,"[464]",464,464
"fastcomp-525.x264_r","x264_r.wasm",1,0.16313213,"[528]",528,528
"fastcomp-525.x264_r","x264_r.wasm",1,0.16313213,"[544]",544,544
"fastcomp-525.x264_r","x264_r.wasm",1,0.16313213,"[656]",656,656
"fastcomp-525.x264_r","x264_r.wasm",1,0.16313213,"[672]",672,672
"fastcomp-525.x264_r","x264_r.wasm",1,0.16313213,"[1056]",1056,1056
"fastcomp-525.x264_r","x264_r.wasm",1,0.16313213,"[1120]",1120,1120
"fastcomp-525.x264_r","x264_r.wasm",1,0.16313213,"[1184]",1184,1184
"fastcomp-525.x264_r","x264_r.wasm",1,0.16313213,"[1312]",1312,1312
"fastcomp-525.x264_r","x264_r.wasm",1,0.16313213,"[1744]",1744,1744
"fastcomp-525.x264_r","x264_r.wasm",1,0.16313213,"[2432]",2432,2432
"fastcomp-525.x264_r","x264_r.wasm",1,0.16313213,"[5040]",5040,5040
"fastcomp-525.x264_r","x264_r.wasm",1,0.16313213,"[7584]",7584,7584
"fastcomp-525.x264_r","x264_r.wasm",1,0.16313213,"[8496]",8496,8496
"fastcomp-525.x264_r","x264_r.wasm",1,0.16313213,"[10144]",10144,10144
"fastcomp-525.x264_r","x264_r.wasm",1,0.16313213,"[10240]",10240,10240
"fastcomp-525.x264_r","x264_r.wasm",1,0.16313213,"[10928]",10928,10928
"fastcomp-525.x264_r","x264_r.wasm",1,0.16313213,"[15920]",15920,15920
"fastcomp-525.x264_r","x264_r.wasm",2,0.32626426,"[400]",400,400
"fastcomp-525.x264_r","x264_r.wasm",3,0.48939642,"[496]",496,496
"fastcomp-525.x264_r","x264_r.wasm",3,0.48939642,"[512]",512,512
"fastcomp-525.x264_r","x264_r.wasm",3,0.48939642,"[560]",560,560
"fastcomp-525.x264_r","x264_r.wasm",4,0.6525285,"[144]",144,144
"fastcomp-525.x264_r","x264_r.wasm",7,1.141925,"[64]",64,64
"fastcomp-525.x264_r","x264_r.wasm",8,1.305057,"[128]",128,128
"fastcomp-525.x264_r","x264_r.wasm",25,4.0783033,"[32]",32,32
"fastcomp-525.x264_r","x264_r.wasm",40,6.5252852,"[16]",16,16
"fastcomp-525.x264_r","x264_r.wasm",488,79.60848,"[]",0,0
"squoosh-imagecodecs","webp_enc.ea665.wasm",1,0.116959065,"[128]",128,128
"squoosh-imagecodecs","webp_enc.ea665.wasm",1,0.116959065,"[144]",144,144
"squoosh-imagecodecs","webp_enc.ea665.wasm",1,0.116959065,"[224]",224,224
"squoosh-imagecodecs","webp_enc.ea665.wasm",1,0.116959065,"[272]",272,272
"squoosh-imagecodecs","webp_enc.ea665.wasm",1,0.116959065,"[288]",288,288
"squoosh-imagecodecs","webp_enc.ea665.wasm",1,0.116959065,"[448]",448,448
"squoosh-imagecodecs","webp_enc.ea665.wasm",1,0.116959065,"[544]",544,544
"squoosh-imagecodecs","webp_enc.ea665.wasm",1,0.116959065,"[560]",560,560
"squoosh-imagecodecs","webp_enc.ea665.wasm",1,0.116959065,"[592]",592,592
"squoosh-imagecodecs","webp_enc.ea665.wasm",1,0.116959065,"[896]",896,896
"squoosh-imagecodecs","webp_enc.ea665.wasm",1,0.116959065,"[1072]",1072,1072
"squoosh-imagecodecs","webp_enc.ea665.wasm",1,0.116959065,"[1776]",1776,1776
"squoosh-imagecodecs","webp_enc.ea665.wasm",1,0.116959065,"[2064]",2064,2064
"squoosh-imagecodecs","webp_enc.ea665.wasm",1,0.116959065,"[2688]",2688,2688
"squoosh-imagecodecs","webp_enc.ea665.wasm",1,0.116959065,"[3776]",3776,3776
"squoosh-imagecodecs","webp_enc.ea665.wasm",1,0.116959065,"[4096]",4096,4096
"squoosh-imagecodecs","webp_enc.ea665.wasm",1,0.116959065,"[4704]",4704,4704
"squoosh-imagecodecs","webp_enc.ea665.wasm",1,0.116959065,"[4848]",4848,4848
"squoosh-imagecodecs","webp_enc.ea665.wasm",1,0.116959065,"[5120]",5120,5120
"squoosh-imagecodecs","webp_enc.ea665.wasm",1,0.116959065,"[6144]",6144,6144
"squoosh-imagecodecs","webp_enc.ea665.wasm",1,0.116959065,"[8192]",8192,8192
"squoosh-imagecodecs","webp_enc.ea665.wasm",1,0.116959065,"[8448]",8448,8448
"squoosh-imagecodecs","webp_enc.ea665.wasm",2,0.23391813,"[160]",160,160
"squoosh-imagecodecs","webp_enc.ea665.wasm",2,0.23391813,"[192]",192,192
"squoosh-imagecodecs","webp_enc.ea665.wasm",2,0.23391813,"[208]",208,208
"squoosh-imagecodecs","webp_enc.ea665.wasm",2,0.23391813,"[4656]",4656,4656
"squoosh-imagecodecs","webp_enc.ea665.wasm",3,0.3508772,"[240]",240,240
"squoosh-imagecodecs","webp_enc.ea665.wasm",3,0.3508772,"[1024]",1024,1024
"squoosh-imagecodecs","webp_enc.ea665.wasm",7,0.8187134,"[256]",256,256
"squoosh-imagecodecs","webp_enc.ea665.wasm",8,0.9356725,"[48]",48,48
"squoosh-imagecodecs","webp_enc.ea665.wasm",13,1.5204679,"[64]",64,64
"squoosh-imagecodecs","webp_enc.ea665.wasm",27,3.1578948,"[32]",32,32
"squoosh-imagecodecs","webp_enc.ea665.wasm",55,6.4327483,"[16]",16,16
"squoosh-imagecodecs","webp_enc.ea665.wasm",709,82.92397,"[]",0,0
"figma-web-application","compiled_wasm.wasm",1,0.007587829,"[-319328]",-319328,319328
"figma-web-application","compiled_wasm.wasm",1,0.007587829,"[-15936]",-15936,15936
"figma-web-application","compiled_wasm.wasm",1,0.007587829,"[-15024]",-15024,15024
"figma-web-application","compiled_wasm.wasm",1,0.007587829,"[-13264]",-13264,13264
"figma-web-application","compiled_wasm.wasm",1,0.007587829,"[-11008]",-11008,11008
"figma-web-application","compiled_wasm.wasm",1,0.007587829,"[-8960]",-8960,8960
"figma-web-application","compiled_wasm.wasm",1,0.007587829,"[-8320]",-8320,8320
"figma-web-application","compiled_wasm.wasm",1,0.007587829,"[-8144]",-8144,8144
"figma-web-application","compiled_wasm.wasm",1,0.007587829,"[-5520]",-5520,5520
"figma-web-application","compiled_wasm.wasm",1,0.007587829,"[-4656]",-4656,4656
"figma-web-application","compiled_wasm.wasm",1,0.007587829,"[-4512]",-4512,4512
"figma-web-application","compiled_wasm.wasm",1,0.007587829,"[-4192]",-4192,4192
"figma-web-application","compiled_wasm.wasm",1,0.007587829,"[-3776]",-3776,3776
"figma-web-application","compiled_wasm.wasm",1,0.007587829,"[-3712]",-3712,3712
"figma-web-application","compiled_wasm.wasm",1,0.007587829,"[-3088]",-3088,3088
"figma-web-application","compiled_wasm.wasm",1,0.007587829,"[-3008]",-3008,3008
"figma-web-application","compiled_wasm.wasm",1,0.007587829,"[-2416]",-2416,2416
"figma-web-application","compiled_wasm.wasm",1,0.007587829,"[-2224]",-2224,2224
"figma-web-application","compiled_wasm.wasm",1,0.007587829,"[-2192]",-2192,2192
"figma-web-application","compiled_wasm.wasm",1,0.007587829,"[-2080]",-2080,2080
"figma-web-application","compiled_wasm.wasm",1,0.007587829,"[-2064]",-2064,2064
"figma-web-application","compiled_wasm.wasm",1,0.007587829,"[-1984]",-1984,1984
"figma-web-application","compiled_wasm.wasm",1,0.007587829,"[-1920]",-1920,1920
"figma-web-application","compiled_wasm.wasm",1,0.007587829,"[-1744]",-1744,1744
"figma-web-application","compiled_wasm.wasm",1,0.007587829,"[-1664]",-1664,1664
"figma-web-application","compiled_wasm.wasm",1,0.007587829,"[-1536]",-1536,1536
"figma-web-application","compiled_wasm.wasm",1,0.007587829,"[-1504]",-1504,1504
"figma-web-application","compiled_wasm.wasm",1,0.007587829,"[-1488]",-1488,1488
"figma-web-application","compiled_wasm.wasm",1,0.007587829,"[-1472]",-1472,1472
"figma-web-application","compiled_wasm.wasm",1,0.007587829,"[-1456]",-1456,1456
"figma-web-application","compiled_wasm.wasm",1,0.007587829,"[-1408]",-1408,1408
"figma-web-application","compiled_wasm.wasm",1,0.007587829,"[-1344]",-1344,1344
"figma-web-application","compiled_wasm.wasm",1,0.007587829,"[-1312]",-1312,1312
"figma-web-application","compiled_wasm.wasm",1,0.007587829,"[-1232]",-1232,1232
"figma-web-application","compiled_wasm.wasm",1,0.007587829,"[-1200]",-1200,1200
"figma-web-application","compiled_wasm.wasm",1,0.007587829,"[-1152]",-1152,1152
"figma-web-application","compiled_wasm.wasm",1,0.007587829,"[-1120]",-1120,1120
"figma-web-application","compiled_wasm.wasm",1,0.007587829,"[-1040]",-1040,1040
"figma-web-application","compiled_wasm.wasm",1,0.007587829,"[-992]",-992,992
"figma-web-application","compiled_wasm.wasm",2,0.015175658,"[-1552]",-1552,1552
"figma-web-application","compiled_wasm.wasm",2,0.015175658,"[-1520]",-1520,1520
"figma-web-application","compiled_wasm.wasm",2,0.015175658,"[-1088]",-1088,1088
"figma-web-application","compiled_wasm.wasm",2,0.015175658,"[-1072]",-1072,1072
"figma-web-application","compiled_wasm.wasm",2,0.015175658,"[-1008]",-1008,1008
"figma-web-application","compiled_wasm.wasm",2,0.015175658,"[-928]",-928,928
"figma-web-application","compiled_wasm.wasm",2,0.015175658,"[-912]",-912,912
"figma-web-application","compiled_wasm.wasm",2,0.015175658,"[-848]",-848,848
"figma-web-application","compiled_wasm.wasm",2,0.015175658,"[-816]",-816,816
"figma-web-application","compiled_wasm.wasm",2,0.015175658,"[-800]",-800,800
"figma-web-application","compiled_wasm.wasm",2,0.015175658,"[-32, -16, -16]",-64,64
"figma-web-application","compiled_wasm.wasm",2,0.015175658,"[-16, -16, -16]",-48,48
"figma-web-application","compiled_wasm.wasm",3,0.022763487,"[-1024]",-1024,1024
"figma-web-application","compiled_wasm.wasm",3,0.022763487,"[-976]",-976,976
"figma-web-application","compiled_wasm.wasm",3,0.022763487,"[-960]",-960,960
"figma-web-application","compiled_wasm.wasm",3,0.022763487,"[-752]",-752,752
"figma-web-application","compiled_wasm.wasm",4,0.030351317,"[-1104]",-1104,1104
"figma-web-application","compiled_wasm.wasm",4,0.030351317,"[-784]",-784,784
"figma-web-application","compiled_wasm.wasm",4,0.030351317,"[-768]",-768,768
"figma-web-application","compiled_wasm.wasm",4,0.030351317,"[-720]",-720,720
"figma-web-application","compiled_wasm.wasm",5,0.037939146,"[-832]",-832,832
"figma-web-application","compiled_wasm.wasm",5,0.037939146,"[-672]",-672,672
"figma-web-application","compiled_wasm.wasm",5,0.037939146,"[-640]",-640,640
"figma-web-application","compiled_wasm.wasm",6,0.045526974,"[-944]",-944,944
"figma-web-application","compiled_wasm.wasm",7,0.053114805,"[-880]",-880,880
"figma-web-application","compiled_wasm.wasm",7,0.053114805,"[-704]",-704,704
"figma-web-application","compiled_wasm.wasm",8,0.060702633,"[-736]",-736,736
"figma-web-application","compiled_wasm.wasm",9,0.068290465,"[-656]",-656,656
"figma-web-application","compiled_wasm.wasm",9,0.068290465,"[-608]",-608,608
"figma-web-application","compiled_wasm.wasm",9,0.068290465,"[-576]",-576,576
"figma-web-application","compiled_wasm.wasm",9,0.068290465,"[-544]",-544,544
"figma-web-application","compiled_wasm.wasm",10,0.07587829,"[-1056]",-1056,1056
"figma-web-application","compiled_wasm.wasm",14,0.10622961,"[-688]",-688,688
"figma-web-application","compiled_wasm.wasm",14,0.10622961,"[-624]",-624,624
"figma-web-application","compiled_wasm.wasm",14,0.10622961,"[-528]",-528,528
"figma-web-application","compiled_wasm.wasm",15,0.11381744,"[-16, -16]",-32,32
"figma-web-application","compiled_wasm.wasm",17,0.1289931,"[-560]",-560,560
"figma-web-application","compiled_wasm.wasm",17,0.1289931,"[-400]",-400,400
"figma-web-application","compiled_wasm.wasm",18,0.13658093,"[-592]",-592,592
"figma-web-application","compiled_wasm.wasm",19,0.14416875,"[-464]",-464,464
"figma-web-application","compiled_wasm.wasm",20,0.15175658,"[-512]",-512,512
"figma-web-application","compiled_wasm.wasm",22,0.16693224,"[-320]",-320,320
"figma-web-application","compiled_wasm.wasm",23,0.17452008,"[-480]",-480,480
"figma-web-application","compiled_wasm.wasm",23,0.17452008,"[-448]",-448,448
"figma-web-application","compiled_wasm.wasm",23,0.17452008,"[-432]",-432,432
"figma-web-application","compiled_wasm.wasm",26,0.19728355,"[-352]",-352,352
"figma-web-application","compiled_wasm.wasm",27,0.20487139,"[-416]",-416,416
"figma-web-application","compiled_wasm.wasm",27,0.20487139,"[-368]",-368,368
"figma-web-application","compiled_wasm.wasm",31,0.2352227,"[-384]",-384,384
"figma-web-application","compiled_wasm.wasm",33,0.25039837,"[-336]",-336,336
"figma-web-application","compiled_wasm.wasm",35,0.265574,"[-496]",-496,496
"figma-web-application","compiled_wasm.wasm",39,0.29592535,"[-304]",-304,304
"figma-web-application","compiled_wasm.wasm",46,0.34904015,"[-288]",-288,288
"figma-web-application","compiled_wasm.wasm",58,0.44009408,"[-272]",-272,272
"figma-web-application","compiled_wasm.wasm",59,0.4476819,"[-256]",-256,256
"figma-web-application","compiled_wasm.wasm",62,0.4704454,"[-240]",-240,240
"figma-web-application","compiled_wasm.wasm",75,0.5690872,"[-224]",-224,224
"figma-web-application","compiled_wasm.wasm",81,0.6146142,"[-208]",-208,208
"figma-web-application","compiled_wasm.wasm",83,0.6297898,"[-192]",-192,192
"figma-web-application","compiled_wasm.wasm",84,0.6373776,"[-176]",-176,176
"figma-web-application","compiled_wasm.wasm",114,0.8650125,"[-160]",-160,160
"figma-web-application","compiled_wasm.wasm",157,1.1912892,"[-144]",-144,144
"figma-web-application","compiled_wasm.wasm",185,1.4037484,"[-128]",-128,128
"figma-web-application","compiled_wasm.wasm",216,1.6389711,"[-112]",-112,112
"figma-web-application","compiled_wasm.wasm",263,1.995599,"[-96]",-96,96
"figma-web-application","compiled_wasm.wasm",332,2.5191593,"[-80]",-80,80
"figma-web-application","compiled_wasm.wasm",455,3.4524622,"[-64]",-64,64
"figma-web-application","compiled_wasm.wasm",728,5.5239396,"[-48]",-48,48
"figma-web-application","compiled_wasm.wasm",950,7.2084374,"[-32]",-32,32
"figma-web-application","compiled_wasm.wasm",1883,14.287882,"[-16]",-16,16
"figma-web-application","compiled_wasm.wasm",6711,50.92192,"[]",0,0
"squoosh-imagecodecs","webp_dec.fa0ab.wasm",1,0.18726592,"[224]",224,224
"squoosh-imagecodecs","webp_dec.fa0ab.wasm",1,0.18726592,"[512]",512,512
"squoosh-imagecodecs","webp_dec.fa0ab.wasm",1,0.18726592,"[1024]",1024,1024
"squoosh-imagecodecs","webp_dec.fa0ab.wasm",2,0.37453184,"[256]",256,256
"squoosh-imagecodecs","webp_dec.fa0ab.wasm",2,0.37453184,"[560]",560,560
"squoosh-imagecodecs","webp_dec.fa0ab.wasm",3,0.56179774,"[80]",80,80
"squoosh-imagecodecs","webp_dec.fa0ab.wasm",3,0.56179774,"[144]",144,144
"squoosh-imagecodecs","webp_dec.fa0ab.wasm",4,0.7490637,"[48]",48,48
"squoosh-imagecodecs","webp_dec.fa0ab.wasm",5,0.9363296,"[32]",32,32
"squoosh-imagecodecs","webp_dec.fa0ab.wasm",7,1.3108615,"[64]",64,64
"squoosh-imagecodecs","webp_dec.fa0ab.wasm",29,5.4307117,"[16]",16,16
"squoosh-imagecodecs","webp_dec.fa0ab.wasm",476,89.13858,"[]",0,0
"squoosh-imagecodecs","optipng.4e77b.wasm",1,0.1485884,"[16, 16]",32,32
"squoosh-imagecodecs","optipng.4e77b.wasm",1,0.1485884,"[144]",144,144
"squoosh-imagecodecs","optipng.4e77b.wasm",1,0.1485884,"[240]",240,240
"squoosh-imagecodecs","optipng.4e77b.wasm",1,0.1485884,"[336]",336,336
"squoosh-imagecodecs","optipng.4e77b.wasm",1,0.1485884,"[400]",400,400
"squoosh-imagecodecs","optipng.4e77b.wasm",1,0.1485884,"[528]",528,528
"squoosh-imagecodecs","optipng.4e77b.wasm",1,0.1485884,"[560]",560,560
"squoosh-imagecodecs","optipng.4e77b.wasm",1,0.1485884,"[768]",768,768
"squoosh-imagecodecs","optipng.4e77b.wasm",1,0.1485884,"[912]",912,912
"squoosh-imagecodecs","optipng.4e77b.wasm",1,0.1485884,"[944]",944,944
"squoosh-imagecodecs","optipng.4e77b.wasm",1,0.1485884,"[1088]",1088,1088
"squoosh-imagecodecs","optipng.4e77b.wasm",1,0.1485884,"[1264]",1264,1264
"squoosh-imagecodecs","optipng.4e77b.wasm",1,0.1485884,"[1664]",1664,1664
"squoosh-imagecodecs","optipng.4e77b.wasm",1,0.1485884,"[8848]",8848,8848
"squoosh-imagecodecs","optipng.4e77b.wasm",2,0.2971768,"[112]",112,112
"squoosh-imagecodecs","optipng.4e77b.wasm",2,0.2971768,"[160]",160,160
"squoosh-imagecodecs","optipng.4e77b.wasm",2,0.2971768,"[192]",192,192
"squoosh-imagecodecs","optipng.4e77b.wasm",2,0.2971768,"[784]",784,784
"squoosh-imagecodecs","optipng.4e77b.wasm",2,0.2971768,"[1056]",1056,1056
"squoosh-imagecodecs","optipng.4e77b.wasm",3,0.44576523,"[176]",176,176
"squoosh-imagecodecs","optipng.4e77b.wasm",3,0.44576523,"[224]",224,224
"squoosh-imagecodecs","optipng.4e77b.wasm",3,0.44576523,"[272]",272,272
"squoosh-imagecodecs","optipng.4e77b.wasm",3,0.44576523,"[1024]",1024,1024
"squoosh-imagecodecs","optipng.4e77b.wasm",3,0.44576523,"[1120]",1120,1120
"squoosh-imagecodecs","optipng.4e77b.wasm",4,0.5943536,"[96]",96,96
"squoosh-imagecodecs","optipng.4e77b.wasm",4,0.5943536,"[128]",128,128
"squoosh-imagecodecs","optipng.4e77b.wasm",4,0.5943536,"[256]",256,256
"squoosh-imagecodecs","optipng.4e77b.wasm",7,1.0401188,"[80]",80,80
"squoosh-imagecodecs","optipng.4e77b.wasm",17,2.526003,"[48]",48,48
"squoosh-imagecodecs","optipng.4e77b.wasm",17,2.526003,"[64]",64,64
